""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"62545","201203","ABC","321","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Cox, Jayden L.","Lecture","TR","6:10 PM - 7:30 PM","MB2","1006"
"","Discussion","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","488823471","Cole","Matthew","GR","4","GM","ABCG","","RE","matthew.d.cole@fakeu.edu"
"2","429812671","Martinez","Sophia","GR","4","GM","ABCG","","RE","sophia.l.martinez1@fakeu.edu"
"3","764033531","Cross","Aaron","GR","4","GM","ABCG","","RE","aaron.b.cross@fakeu.edu"
"4","967172812","Mendoza","Zachary","GR","4","GM","ABCG","","RE","zachary.j.mendoza@fakeu.edu"
"5","708274220","Jones","Brianna","GR","4","GM","ABCG","","RE","brianna.j.jones@fakeu.edu"
"6","844077208","Banks","Zachary","GR","4","GM","ABCG","","RE","zachary.j.banks@fakeu.edu"
"7","316204959","Little","Mia","GR","4","GM","ABCG","","RE","mia.e.little1@fakeu.edu"
"8","630113798","Johnson","Isaac","GR","4","D1","ABCG","","RE","isaac.v.johnson@fakeu.edu"
"9","951000415","Henry","Juan","GR","4","GM","ABCG","","RE","juan.a.henry@fakeu.edu"
"10","183721628","Castillo","James","GR","4","D1","ABCG","","RE","james.r.castillo@fakeu.edu"
"11","790565779","Smith","Camila","UG","4","SR","ABC1","","RE","camila.j.smith1@fakeu.edu"
"12","443451604","Bonner","Emily","GR","4","GM","ABCG","","RE","emily.a.bonner@fakeu.edu"
"13","889028253","Brown","Samantha","ND","4","ND","O253","","RE","samantha.h.brown@fakeu.edu"
"14","370866115","Boyd","Brianna","GR","4","GM","ABCG","","RE","brianna.a.boyd@fakeu.edu"
"15","822578904","Mcguire","Isabel","GR","4","GM","ABCG","","RE","isabel.n.mcguire@fakeu.edu"
"16","224855334","Davis","Camila","GR","4","GM","ABCG","","RE","camila.m.davis@fakeu.edu"
"17","736242512","Langley","Sophia","GR","4","GM","O158","","RE","sophia.z.langley@fakeu.edu"
"18","270076995","Smith","Mason","GR","4","GM","ABCG","","RE","mason.j.smith2@fakeu.edu"
"19","522508489","Anthony","Eli","GR","4","GM","DEFG","","RE","eli.m.anthony@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"15085","201203","ABC","330","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Donaldson, Matthew C.","Lecture","TR","10:30 AM - 11:50 AM","MB2","1004"
"","Discussion","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","885665778","Mullins","Giovanni","GR","4","GM","ABCG","","RE","giovanni.v.mullins@fakeu.edu"
"2","932122391","Brown","Nevaeh","GR","4","GM","ABCG","","RE","nevaeh.a.brown@fakeu.edu"
"3","844077208","Banks","Zachary","GR","4","GM","ABCG","","RE","zachary.j.banks@fakeu.edu"
"4","798830871","Walters","Evan","GR","4","D1","ABCG","","RE","evan.j.walters@fakeu.edu"
"5","182654109","Hall","Isaiah","GR","4","GM","ABCG","","RE","isaiah.i.hall@fakeu.edu"
"6","316204959","Little","Mia","GR","4","GM","ABCG","","RE","mia.e.little1@fakeu.edu"
"7","204339614","Henson","Nathan","GR","4","GM","ABCG","","RE","nathan.a.henson@fakeu.edu"
"8","513325255","Pitts","Matthew","GR","4","GM","ABCG","","RE","matthew.e.pitts@fakeu.edu"
"9","805170657","Bell","Alyssa","GR","4","GM","ABCG","","RE","alyssa.s.bell@fakeu.edu"
"10","126741955","Mckinney","Aubrey","GR","4","D1","ABCG","","RE","aubrey.n.mckinney@fakeu.edu"
"11","476552260","Jenkins","Ian","GR","4","GM","ABCG","","RE","ian.a.jenkins1@fakeu.edu"
"12","552647235","Williams","Henry","GR","4","GM","ABCG","","RE","henry.b.williams@fakeu.edu"
"13","587497434","Brooks","Levi","GR","4","GM","ABCG","","RE","levi.m.brooks@fakeu.edu"
"14","783730185","Greene","John","GR","4","D1","ABCG","","RE","john.n.greene@fakeu.edu"
"15","674545165","Robinson","Gabriel","GR","4","D1","ABCG","","RE","gabriel.n.robinson@fakeu.edu"
"16","814166105","Hamilton","Jade","GR","4","D1","ABCG","","RE","jade.d.hamilton@fakeu.edu"
"17","535011527","Taylor","Emily","GR","4","D1","ABCG","","RE","emily.c.taylor@fakeu.edu"
"18","784190072","Jackson","Brooklyn","GR","4","GM","ABCG","","RE","brooklyn.g.jackson@fakeu.edu"
"19","764033531","Cross","Aaron","GR","4","GM","ABCG","","RE","aaron.b.cross@fakeu.edu"
"20","601011959","Ford","Sophia","GR","4","GM","ABCG","","RE","sophia.g.ford@fakeu.edu"
"21","951000415","Henry","Juan","GR","4","GM","ABCG","","RE","juan.a.henry@fakeu.edu"
"22","967172812","Mendoza","Zachary","GR","4","GM","ABCG","","RE","zachary.j.mendoza@fakeu.edu"
"23","708274220","Jones","Brianna","GR","4","GM","ABCG","","RE","brianna.j.jones@fakeu.edu"
"24","469852452","Stephens","Alex","GR","4","GM","ABCG","","RE","alex.l.stephens@fakeu.edu"
"25","896026246","Greene","Aaron","GR","4","D1","ABCG","","RE","aaron.j.greene@fakeu.edu"
"26","663021047","Harvey","Jose","GR","4","GM","ABCG","","RE","jose.l.harvey@fakeu.edu"
"27","640076506","Johnson","Melody","GR","4","GM","ABCG","","RE","melody.v.johnson@fakeu.edu"
"28","594305429","Woods","Sophia","GR","4","GM","ABCG","","RE","sophia.j.woods@fakeu.edu"
"29","980578898","Evans","Jacob","GR","4","GM","ABCG","","RE","jacob.b.evans@fakeu.edu"
"30","188376612","Gamble","Emma","GR","4","GM","ABCG","","RE","emma.h.gamble@fakeu.edu"
"31","443451604","Bonner","Emily","GR","4","GM","ABCG","","RE","emily.a.bonner@fakeu.edu"
"32","339723530","Gonzalez","Michael","GR","4","D2","OT74","","RE","michael.a.gonzalez@fakeu.edu"
"33","585803229","Davis","Isaac","GR","4","GM","ABCG","","RE","isaac.j.davis1@fakeu.edu"
"34","193106925","Walters","Ximena","GR","4","GM","O102","","RE","ximena.o.walters@fakeu.edu"
"35","303872068","Johnson","Olivia","GR","4","GM","O102","","RE","olivia.c.johnson@fakeu.edu"
"36","163478720","Landry","Evan","GR","4","GM","O189","","RE","evan.l.landry@fakeu.edu"
"37","481075440","Morgan","Zoe","GR","4","D1","ABCG","","RE","zoe.a.morgan1@fakeu.edu"
"38","792777350","Floyd","Violet","GR","4","GM","ABCG","","RE","violet.n.floyd@fakeu.edu"
"39","838695510","Chen","Natalia","GR","4","D1","OT99","","RE","natalia.j.chen@fakeu.edu"
"40","548735698","Rodriquez","Evelyn","GR","4","D1","ABCG","","RE","evelyn.e.rodriquez@fakeu.edu"
"41","511006653","Clark","Henry","GR","4","GM","ABCG","","RE","henry.a.clark@fakeu.edu"
"42","993220701","Reed","Isaac","GR","4","D1","DEFG","","RE","isaac.k.reed@fakeu.edu"
"43","516544561","Sanders","Isabella","GR","4","GM","ABCG","","RE","isabella.j.sanders@fakeu.edu"
"44","556066961","Schmidt","Camila","GR","4","GM","ABCG","","RE","camila.c.schmidt@fakeu.edu"
"45","963741196","Walker","Valentina","GR","4","GM","DEFG","","RE","valentina.d.walker@fakeu.edu"
"46","749600591","Ingram","Amelia","GR","4","D1","ABCG","","RE","amelia.p.ingram@fakeu.edu"
"47","783629697","Richards","Emily","GR","4","D1","OT99","","RE","emily.m.richards@fakeu.edu"
"48","478526684","Mendoza","Samuel","UL","4","UL","DEF1","","RE","samuel.l.mendoza@fakeu.edu"
"49","303691371","Poole","Anthony","GR","4","D1","ABCG","","RE","anthony.d.poole@fakeu.edu"
"50","678606697","Wagner","Aaliyah","GR","4","GM","ABCG","","RE","aaliyah.j.wagner@fakeu.edu"
"51","127229318","Oliver","Matthew","UL","4","UL","ABC1","","RE","matthew.i.oliver@fakeu.edu"
"52","849281076","Torres","Robert","GR","4","GM","ABCG","","RE","robert.c.torres@fakeu.edu"
"53","694900901","Robinson","Angel","GR","4","GM","ABCG","","RE","angel.l.robinson@fakeu.edu"
"54","171132322","Rodriguez","Joshua","GR","4","GM","ABCG","","RE","joshua.c.rodriguez@fakeu.edu"
"55","236404574","Greene","Xavier","GR","4","GM","O227","","RE","xavier.m.greene@fakeu.edu"
"56","508297117","Young","Samantha","GR","4","GM","ABCG","","RE","samantha.n.young@fakeu.edu"
"57","233787263","Bryant","Noah","GR","4","GM","ABCG","","RE","noah.g.bryant@fakeu.edu"
"58","133997429","Rose","Xavier","GR","4","D1","ABCG","","RE","xavier.t.rose@fakeu.edu"
"59","852207865","Pearson","Allison","GR","4","D1","ABCG","","RE","allison.n.pearson@fakeu.edu"
"60","321629863","Hayes","Angel","GR","4","GM","ABCG","","RE","angel.n.hayes@fakeu.edu"
"61","983546717","Solomon","Dylan","GR","4","D1","DEFG","","RE","dylan.q.solomon@fakeu.edu"
"62","325601476","Gonzalez","Kayla","GR","4","D1","DEFG","","RE","kayla.a.gonzalez1@fakeu.edu"
"63","283502580","White","Ashley","GR","4","GM","DEFG","","RE","ashley.v.white@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"58795","201203","ABC","331","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Battle, Gianna M.","Lecture","MWF","11:00 AM - 11:50 AM","LH5","2"
"","Laboratory","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","476552260","Jenkins","Ian","GR","4","GM","ABCG","A","RE","ian.a.jenkins1@fakeu.edu"
"2","585803229","Davis","Isaac","GR","4","GM","ABCG","A","RE","isaac.j.davis1@fakeu.edu"
"3","640076506","Johnson","Melody","GR","4","GM","ABCG","A","RE","melody.v.johnson@fakeu.edu"
"4","250495123","Gomez","Isabella","GR","4","D1","DEFG","A","RE","isabella.z.gomez@fakeu.edu"
"5","691860810","Ford","Jose","GR","4","GM","DEFG","A","RE","jose.j.ford@fakeu.edu"
"6","233787263","Bryant","Noah","GR","4","GM","ABCG","A","RE","noah.g.bryant@fakeu.edu"
"7","204339614","Henson","Nathan","GR","4","GM","ABCG","A","RE","nathan.a.henson@fakeu.edu"
"8","749600591","Ingram","Amelia","GR","4","D1","ABCG","A","RE","amelia.p.ingram@fakeu.edu"
"9","831570953","Cole","Jonathan","UG","4","SR","ABC2","A","RE","jonathan.e.cole@fakeu.edu"
"10","889670892","Perry","Thomas","GR","4","D1","ABCG","A","RE","thomas.k.perry@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"19868","201203","ABC","332","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Martin, Layla L.","Lecture/Discussion","TR","4:10 PM - 6:00 PM","MB3","1066"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","917164990","Donovan","Madison","GR","4","GM","ABCG","A","RE","madison.h.donovan@fakeu.edu"
"2","552647235","Williams","Henry","GR","4","GM","ABCG","A","RE","henry.b.williams@fakeu.edu"
"3","873288537","Morin","Joseph","GR","4","D1","ABCG","A","RE","joseph.n.morin@fakeu.edu"
"4","674545165","Robinson","Gabriel","GR","4","D1","ABCG","A","RE","gabriel.n.robinson@fakeu.edu"
"5","967172812","Mendoza","Zachary","GR","4","GM","ABCG","A","RE","zachary.j.mendoza@fakeu.edu"
"6","708274220","Jones","Brianna","GR","4","GM","ABCG","A","RE","brianna.j.jones@fakeu.edu"
"7","101575213","Davis","Sofia","GR","4","D1","ABCG","A","RE","sofia.v.davis@fakeu.edu"
"8","825086981","Moran","Jose","GR","4","GM","ABCG","A","RE","jose.a.moran@fakeu.edu"
"9","293055445","Velasquez","Leah","GR","4","D1","ABCG","A","RE","leah.d.velasquez@fakeu.edu"
"10","790363803","Nelson","Andrea","GR","4","D1","ABCG","A","RE","andrea.j.nelson@fakeu.edu"
"11","443451604","Bonner","Emily","GR","4","GM","ABCG","A","RE","emily.a.bonner@fakeu.edu"
"12","767878589","Valenzuela","Emma","GR","4","D1","O255","A","RE","emma.s.valenzuela1@fakeu.edu"
"13","491954692","Anderson","Jack","GR","4","GM","DEFG","A","RE","jack.j.anderson@fakeu.edu"
"14","616700507","Adkins","Ella","GR","4","D1","DEFG","A","RE","ella.g.adkins@fakeu.edu"
"15","971521888","Thompson","Ethan","UG","4","SR","ABC2","A","RE","ethan.b.thompson@fakeu.edu"
"16","464298202","Morris","Brandon","GR","4","D1","ABCG","A","RE","brandon.a.morris@fakeu.edu"
"17","204339614","Henson","Nathan","GR","4","GM","ABCG","A","RE","nathan.a.henson@fakeu.edu"
"18","316204959","Little","Mia","GR","4","GM","ABCG","A","RE","mia.e.little1@fakeu.edu"
"19","476552260","Jenkins","Ian","GR","4","GM","ABCG","A","RE","ian.a.jenkins1@fakeu.edu"
"20","635654354","Watson","Dominic","GR","4","D1","ABCG","A","RE","dominic.i.watson@fakeu.edu"
"21","805170657","Bell","Alyssa","GR","4","GM","ABCG","A","RE","alyssa.s.bell@fakeu.edu"
"22","321629863","Hayes","Angel","GR","4","GM","ABCG","A","RE","angel.n.hayes@fakeu.edu"
"23","601011959","Ford","Sophia","GR","4","GM","ABCG","B+","RE","sophia.g.ford@fakeu.edu"
"24","594247100","Finch","Zoe","GR","4","D1","ABCG","I","RE","zoe.a.finch@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"39166","201203","ABC","358","0","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"81496","201203","ABC","362","1","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"52038","201203","ABC","365","0","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"40141","201203","ABC","366","0","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"24096","201203","ABC","366","1","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Guerrero, Jackson M.","Variable","MW","6:10 PM - 8:00 PM","LH5","17"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","183721628","Castillo","James","GR","4","D1","ABCG","A","RE","james.r.castillo@fakeu.edu"
"2","117307150","Baker","Noah","GR","5","D1","ABCG","A","RE","noah.a.baker1@fakeu.edu"
"3","491954692","Anderson","Jack","GR","4","GM","DEFG","A","RE","jack.j.anderson@fakeu.edu"
"4","725646642","Miller","Christian","UG","4","SR","DEF2","B+","RE","christian.m.miller@fakeu.edu"
"5","333338350","Prince","Jackson","GR","5","D1","ABCG","A","RE","jackson.a.prince@fakeu.edu"
"6","250495123","Gomez","Isabella","GR","4","D1","DEFG","A-","RE","isabella.z.gomez@fakeu.edu"
"7","127229318","Oliver","Matthew","UL","4","UL","ABC1","A-","RE","matthew.i.oliver@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"15549","201203","ABC","367","1","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Schneider, Daniel D.","Variable","MWF","3:10 PM - 4:00 PM","MB3","1082"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","535011527","Taylor","Emily","GR","1","D1","ABCG","A","RE","emily.c.taylor@fakeu.edu"
"2","645583007","Martinez","Jackson","GR","1","D2","O189","A+","RE","jackson.s.martinez@fakeu.edu"
"3","825086981","Moran","Jose","GR","4","GM","ABCG","A","RE","jose.a.moran@fakeu.edu"
"4","155443789","Jones","Aubrey","GR","3","D1","DEFG","A+","RE","aubrey.j.jones@fakeu.edu"
"5","792190555","Crawford","Juan","GR","3","D2","O188","A+","RE","juan.d.crawford@fakeu.edu"
"6","862862033","Cox","Isabella","GR","3","D1","O189","A+","RE","isabella.l.cox@fakeu.edu"
"7","614036304","Baird","Samuel","GR","3","D1","O107","A+","RE","samuel.a.baird@fakeu.edu"
"8","369092252","Pena","Isabella","GR","3","D1","O107","A","RE","isabella.c.pena@fakeu.edu"
"9","439261184","Fischer","Angela","GR","3","D1","O107","A+","RE","angela.c.fischer@fakeu.edu"
"10","804288206","Anderson","Daniel","GR","3","D1","OT99","A","RE","daniel.j.anderson@fakeu.edu"
"11","513852256","Brown","Nathaniel","GR","3","D1","OT74","A","RE","nathaniel.n.brown@fakeu.edu"
"12","912913342","Bowman","Matthew","GR","1","D1","OT74","A+","RE","matthew.s.bowman@fakeu.edu"
"13","163478720","Landry","Evan","GR","4","GM","O189","A+","RE","evan.l.landry@fakeu.edu"
"14","250178184","Quinn","Alexandra","GR","3","D1","DEFG","A-","RE","alexandra.e.quinn@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"97775","201203","ABC","369","1","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Herring, Nathan L.","Variable","TR","12:10 PM - 1:30 PM","MB2","1012"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","937095806","Smith","Christian","GR","4","GM","ABCG","I","RE","christian.d.smith@fakeu.edu"
"2","183721628","Castillo","James","GR","4","D1","ABCG","A","RE","james.r.castillo@fakeu.edu"
"3","924424766","Turner","Isaiah","GR","4","D1","ABCG","A","RE","isaiah.e.turner@fakeu.edu"
"4","446707640","Floyd","Daisy","GR","4","D1","ABCG","A","RE","daisy.o.floyd@fakeu.edu"
"5","663021047","Harvey","Jose","GR","4","GM","ABCG","A","RE","jose.l.harvey@fakeu.edu"
"6","511006653","Clark","Henry","GR","4","GM","ABCG","A","RE","henry.a.clark@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"17517","201203","ABC","370","2","1"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"48311","201203","ABC","371","0","1"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"","Discussion","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"11646","201203","ABC","375","0","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"99644","201203","ABC","375","1","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"71354","201203","ABC","375","2","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Perry, Katherine V.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"25970","201203","ABC","375","3","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Sullivan, Jordan H.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"13717","201203","ABC","375","4","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Herring, Nathan L.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"40392","201203","ABC","375","5","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Bennett, Henry A.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"34597","201203","ABC","375","6","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Olson, Jennifer D.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"53228","201203","ABC","375","7","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Hayden, Ryan L.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"81546","201203","ABC","375","8","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Battle, Gianna M.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"72771","201203","ABC","375","9","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Cox, Jayden L.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"33652","201203","ABC","375","10","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Johnson, Abigail N.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"94291","201203","ABC","375","11","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Reese, Ryan X.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"68494","201203","ABC","375","12","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Larsen, Ava S.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"18818","201203","ABC","375","13","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Snyder, Samantha R.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"20673","201203","ABC","375","14","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Williams, Juan L.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"17842","201203","ABC","375","15","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Baldwin, Ella J.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"45230","201203","ABC","375","16","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Cox, Ayden C.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"47321","201203","ABC","375","17","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Rutledge, Ashley B.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"77500","201203","ABC","375","18","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Cobb, Sophie A.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"23438","201203","ABC","375","19","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Morris, Evan E.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"74917","201203","ABC","375","20","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Green, Isabella M.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"20992","201203","ABC","375","21","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Montgomery, Landon Y.","Variable","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"89551","201203","ABC","375","22","1.000 - 5.000"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Moore, Isabella M.","Variable","","","",""
""
